grantee,url,amount,date,cause_area,cause_area_url,notes
Wits Health Consortium (PTY) LTD,https://www.hewlett.org/grants/wits-health-consortium-pty-ltd-for-the-maternal-adolescent-and-child-health-program-match-0/,"$250,000","March 17, 2014",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,"for the Maternal, Adolescent, and Child Health program (MatCH)"
Raising Voices,https://www.hewlett.org/grants/raising-voices-for-implementing-a-good-schools-toolkit-to-improve-the-classroom-environment-in-ugandan-schools-0/,"$150,000","March 17, 2014",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for implementing a Good Schools Toolkit to improve the classroom environment in Ugandan schools
Rockefeller Philanthropy Advisors,https://www.hewlett.org/grants/rockefeller-philanthropy-advisors-for-the-california-education-policy-fund-2/,"$3,850,000","March 17, 2014",Education,https://www.hewlett.org/programs/education/,for the California Education Policy Fund
Fractured Atlas Productions,https://www.hewlett.org/grants/fractured-atlas-productions-for-bay-area-performing-arts-spaces/,"$65,000","March 17, 2014",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for Bay Area Performing Arts Spaces
Center for American Progress,https://www.hewlett.org/grants/center-for-american-progress-for-support-of-the-diversity-monitor-project-and-the-21st-century-policy-dialogue/,"$354,000","March 17, 2014",Madison Initiative,https://www.hewlett.org/programs/madison-initiative/,for support of the Diversity Monitor project and the 21st Century Policy Dialogue
Pew Charitable Trusts,https://www.hewlett.org/grants/pew-charitable-trusts-for-support-of-the-western-public-lands-protection-campaign-1/,"$1,400,000","March 17, 2014",Environment,https://www.hewlett.org/programs/environment/,for support of the Western Public Lands Protection Campaign
San Jose Taiko,https://www.hewlett.org/grants/san-jose-taiko-for-general-operating-support-0/,"$150,000","March 17, 2014",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general operating support
Alliance Publishing Trust,https://www.hewlett.org/grants/alliance-publishing-trust-for-the-support-of-free-access-of-alliance-magazine-content-3/,"$10,000","March 17, 2014",Philanthropy,,for the support of free access of Alliance magazine content
"NEO Philanthropy, Inc.",https://www.hewlett.org/grants/neo-philanthropy-inc-for-membership-in-the-funders-committee-for-civic-participation-fccp/,"$10,000","March 17, 2014",Madison Initiative,https://www.hewlett.org/programs/madison-initiative/,for membership in the Funders' Committee for Civic Participation (FCCP)
United Nations Office for Project Services,https://www.hewlett.org/grants/united-nations-office-for-project-services-for-the-international-aid-transparency-initiative-0/,"$50,000","March 17, 2014",Philanthropy,,for the International Aid Transparency Initiative
Open Education Consortium,https://www.hewlett.org/grants/open-education-consortium-for-piloting-massive-open-online-courses-moocs-that-can-be-developed-as-oer/,"$125,000","March 17, 2014",Education,https://www.hewlett.org/programs/education/,for piloting Massive Open Online Courses (MOOCs) that can be developed as OER
"Student Organizing, Inc.",https://www.hewlett.org/grants/student-organizing-inc-for-promoting-faculty-adoption-of-open-textbooks-2/,"$210,000","March 17, 2014",Education,https://www.hewlett.org/programs/education/,for promoting faculty adoption of open textbooks
The Arms Control Association,https://www.hewlett.org/grants/the-arms-control-association-for-general-operating-support-1/,"$200,000","March 17, 2014",Initiatives,,for general operating support
World Pulse,https://www.hewlett.org/grants/world-pulse-for-building-a-grassroots-women-leaders-internet-platform/,"$200,000","March 17, 2014",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for building a grassroots women leaders' Internet platform
World Affairs Council of Northern California,https://www.hewlett.org/grants/world-affairs-council-of-northern-california-for-the-global-philanthropy-forum-2/,"$25,000","March 17, 2014",Philanthropy,,for the Global Philanthropy Forum
Yerba Buena Center for the Arts,https://www.hewlett.org/grants/yerba-buena-center-for-the-arts-for-support-of-the-performing-arts-program-0/,"$360,000","March 17, 2014",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for support of the Performing Arts Program
Tibetan Association of Northern California,https://www.hewlett.org/grants/tibetan-association-of-northern-california-for-tibetan-music-and-dance-education-programs-and-performances-1/,"$96,000","March 17, 2014",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for Tibetan music and dance education programs and performances
National Commission on Teaching & America's Future,https://www.hewlett.org/grants/national-commission-on-teaching-americas-future-for-support-of-teaching-for-deeper-learning/,"$900,000","March 17, 2014",Education,https://www.hewlett.org/programs/education/,for support of teaching for deeper learning
California Alliance of African American Educators,https://www.hewlett.org/grants/california-alliance-of-african-american-educators-for-general-operating-support/,"$150,000","March 17, 2014",Special Projects,https://www.hewlett.org/programs/special-projects/,for general operating support
"Student Organizing, Inc.",https://www.hewlett.org/grants/student-organizing-inc-for-promoting-faculty-adoption-of-open-textbooks-2/,"$210,000","March 17, 2014",Education,https://www.hewlett.org/programs/education/,for promoting faculty adoption of open textbooks
The Arms Control Association,https://www.hewlett.org/grants/the-arms-control-association-for-general-operating-support-1/,"$200,000","March 17, 2014",Initiatives,,for general operating support
World Pulse,https://www.hewlett.org/grants/world-pulse-for-building-a-grassroots-women-leaders-internet-platform/,"$200,000","March 17, 2014",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for building a grassroots women leaders' Internet platform
World Affairs Council of Northern California,https://www.hewlett.org/grants/world-affairs-council-of-northern-california-for-the-global-philanthropy-forum-2/,"$25,000","March 17, 2014",Philanthropy,,for the Global Philanthropy Forum
Yerba Buena Center for the Arts,https://www.hewlett.org/grants/yerba-buena-center-for-the-arts-for-support-of-the-performing-arts-program-0/,"$360,000","March 17, 2014",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for support of the Performing Arts Program
Tibetan Association of Northern California,https://www.hewlett.org/grants/tibetan-association-of-northern-california-for-tibetan-music-and-dance-education-programs-and-performances-1/,"$96,000","March 17, 2014",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for Tibetan music and dance education programs and performances
National Commission on Teaching & America's Future,https://www.hewlett.org/grants/national-commission-on-teaching-americas-future-for-support-of-teaching-for-deeper-learning/,"$900,000","March 17, 2014",Education,https://www.hewlett.org/programs/education/,for support of teaching for deeper learning
California Alliance of African American Educators,https://www.hewlett.org/grants/california-alliance-of-african-american-educators-for-general-operating-support/,"$150,000","March 17, 2014",Special Projects,https://www.hewlett.org/programs/special-projects/,for general operating support
GlobalGiving Foundation,https://www.hewlett.org/grants/globalgiving-foundation-for-a-project-to-develop-a-global-unique-identifier-system-for-nonprofits-1/,"$250,000","March 17, 2014",Philanthropy,,for a project to develop a global unique identifier system for nonprofits
Rice University,https://www.hewlett.org/grants/rice-university-for-creating-free-open-community-college-textbooks-0/,"$500,000","March 17, 2014",Education,https://www.hewlett.org/programs/education/,for creating free open community college textbooks
Pew Charitable Trusts,https://www.hewlett.org/grants/pew-charitable-trusts-for-support-of-the-international-boreal-conservation-campaign-2/,"$3,000,000","March 17, 2014",Environment,https://www.hewlett.org/programs/environment/,for support of the International Boreal Conservation Campaign
EL Education,https://www.hewlett.org/grants/el-education-for-identifying-cultivating-and-showcasing-exemplary-schools-to-advance-deeper-learning-1/,"$50,000","March 17, 2014",Education,https://www.hewlett.org/programs/education/,"for identifying, cultivating, and showcasing exemplary schools to advance deeper learning"
Funders for LGBTQ Issues,https://www.hewlett.org/grants/funders-for-lgbtq-issues-for-general-operating-support/,"$15,000","March 17, 2014",Philanthropy,,for general operating support
Reproductive Health Technologies Project,https://www.hewlett.org/grants/reproductive-health-technologies-project-for-general-operating-support-2/,"$125,000","March 17, 2014",Global Development and Population,https://www.hewlett.org/programs/global-development-and-population/,for general operating support
Conservation Colorado Education Fund,https://www.hewlett.org/grants/conservation-colorado-education-fund-for-support-of-its-project-to-protect-colorado-wilderness-and-reduce-fossil-fuel-impacts-3/,"$200,000","March 17, 2014",Environment,https://www.hewlett.org/programs/environment/,for support of its project to protect Colorado wilderness and reduce fossil fuel impacts
